PB010;PB020;PB030;PB040;PB060;PB100;PB110;PB120;PB130;PB140;PB150;PB190;PB200;PB220A;PE010;PE020;PE040;PL031;PL035;PL015;PL020;PL025;PL040;PL051;PL060;PL100;PL111;PL120;PL130;PL140;PL150;PL160;PL170;PL180;PL190;PH010;PH020;PH030;PH040;PH050;PH060;PH070;PY020N;PY035N;PY010G;PY020G;PY021G;PY030G;PY031G;PY035G;PY050G;PY080G;PY090G;PY100G;PY110G;PY120G;PY130G;PY140G;PY200G;PD020;PD030;PD050;PD060;PD070;PD080;PD090;PW010;PW020;PW030;PW040;PW050;PW060;PW070;PW080;PW090;PW100;PW110;PW120;PW130;PW140;PW150;PW160;PW170;PW180;PW190;PW200;PW210;PW220;PX010;PX020;PX030;PX040;PX050;PX200
2013;BE;331912;748.0851064;NA;2;2013;NA;1;1962;1;5;3;BE;2;NA;3;1;1;NA;NA;NA;1;4;38;NA;g;NA;12;1;2;2;NA;NA;23;1;2;3;2;NA;2;NA;0;1;92708;8358;0;22835;1;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;1;9;10;10;9;2;NA;4;4;3;7;NA;4;8;9;NA;NA;1;NA;5;7;7;1;1;50;33191;1;7;673.9195465
2013;BE;331913;748.0851064;NA;2;2013;NA;3;1965;2;2;1;BE;2;NA;5;1;1;NA;NA;NA;3;2;70;NA;p;NA;13;1;2;2;NA;NA;22;3;2;3;2;NA;2;NA;0;1;46127;0;0;14395;1;910;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;5;8;9;9;8;2;5;3;4;2;8;10;8;6;7;7;8;1;1;8;9;10;2;1;47;33191;1;2;NA
2013;BE;331914;748.0851064;NA;2;2013;NA;4;1992;1;1;1;BE;1;NA;3;6;NA;2;2;NA;NA;;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;2;NA;2;NA;18;1;0;0;0;9116;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;7;NA;6;8;NA;5;3;NA;NA;NA;NA;5;5;5;NA;NA;1;NA;7;8;7;1;1;20;33191;1;6;2320.704894
2013;BE;331915;748.0851064;NA;2;2013;NA;2;1993;2;1;1;BE;1;NA;2;NA;1;NA;2;NA;2;;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;2;2;3;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;5;0;8;6;9;NA;NA;2;5;1;NA;10;9;NA;5;NA;10;1;1;NA;4;NA;NA;1;19;33191;1;2;673.3177493
2013;BE;332041;748.0851064;NA;2;2013;NA;1;1969;1;5;3;BE;2;NA;3;1;1;NA;NA;NA;3;4;20;NA;h;NA;13;1;2;NA;NA;NA;21;2;2;3;2;NA;2;NA;0;1;35871;0;0;12504;1;936;0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;5;9;7;7;7;3;5;2;4;1;8;NA;7;6;7;5;8;NA;NA;NA;10;7;2;1;43;33204;1;2;1992.655666
2013;BE;332042;748.0851064;NA;2;2013;NA;3;1969;2;2;1;EU;2;NA;5;1;1;NA;NA;NA;3;2;50;NA;r-u;NA;7;1;2;2;NA;NA;28;2;2;3;2;NA;2;NA;1551;1;51980;1453;0;36300;1;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;3;NA;NA;9;NA;6;3;5;2;3;3;6;8;8;7;6;8;7;1;1;5;8;7;1;1;43;33204;1;2;504.4770861
2013;BE;332231;748.0851064;NA;2;2013;NA;1;1970;1;1;1;BE;2;NA;5;1;1;1;NA;NA;3;2;NA;NA;q;NA;13;1;2;2;NA;NA;16;1;1;3;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;33790;0;0;0;0;0;1;1;1;1;1;1;1;1;8;NA;NA;8;NA;5;3;4;NA;NA;8;7;8;NA;8;8;NA;1;7;8;9;1;1;42;33223;1;7;868.4448704
2013;BE;332232;748.0851064;NA;2;2013;NA;4;1973;2;1;3;BE;2;NA;5;1;1;NA;2;NA;3;4;38;NA;l-n;NA;13;2;2;NA;NA;NA;19;2;2;3;2;NA;2;NA;0;1;37393;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;5;7;8;8;8;5;NA;2;5;2;NA;NA;5;4;NA;7;7;1;NA;5;8;8;NA;1;39;33223;1;7;730.9721675
2013;BE;332233;748.0851064;NA;2;2013;NA;1;1994;2;1;3;BE;2;3;2;6;NA;NA;2;NA;NA;;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;4;2;2;2;NA;2;NA;0;1;0;0;0;9235;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;10;NA;8;9;1;5;NA;5;3;NA;NA;9;NA;5;7;9;NA;1;NA;5;9;1;1;18;33223;1;7;527.2372773
2013;BE;332271;748.0851064;NA;2;2013;NA;2;1932;2;4;1;BE;2;NA;1;7;NA;1;NA;NA;3;;NA;NA;NA;NA;NA;1;2;NA;NA;NA;23;3;1;3;2;NA;2;NA;0;1;0;0;0;6135;1;600;0;0;0;19892;0;0;0;0;1;1;1;1;NA;1;1;5;8;8;7;NA;4;3;1;5;4;NA;NA;3;5;7;NA;0;1;1;6;NA;8;2;1;80;33227;1;2;390.4690287
2013;BE;332272;748.0851064;NA;2;2013;NA;2;1962;1;5;3;BE;2;NA;5;1;1;NA;NA;NA;1;2;18;NA;p;NA;NA;NA;2;2;NA;NA;25;2;2;3;2;NA;2;NA;0;1;32674;0;0;15814;1;0;0;0;0;0;0;0;0;0;1;1;1;1;3;1;1;4;8;10;7;5;5;2;NA;5;1;NA;10;5;4;NA;2;NA;1;1;6;7;7;NA;1;50;33227;1;2;590.5072158
2013;BE;332273;748.0851064;NA;3;2013;NA;3;1965;2;4;1;BE;2;NA;2;2;1;1;NA;NA;3;5;24;NA;q;5;13;1;2;2;NA;NA;24;1;2;NA;NA;NA;2;NA;0;1;28070;0;0;0;1;800;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;5;8;7;9;8;3;5;NA;5;2;NA;8;8;2;NA;6;NA;1;NA;8;7;6;NA;1;47;33227;1;2;NA
2013;BE;332274;748.0851064;NA;2;2013;NA;3;1992;1;1;3;BE;1;NA;3;6;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;1;2;2;2;NA;1;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;5;NA;6;7;10;4;3;4;4;NA;NA;9;8;6;7;7;7;2;1;8;6;NA;NA;1;20;33227;1;6;1033.926363
2013;BE;332275;748.0851064;NA;4;2013;NA;2;1993;2;1;3;BE;2;3;2;6;NA;2;2;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18;2;2;3;2;NA;2;NA;0;1;0;0;0;17440;1;0;0;0;0;0;0;0;0;0;1;3;1;3;3;1;3;1;NA;8;5;9;5;3;1;3;2;NA;NA;7;NA;NA;8;NA;NA;1;7;8;8;1;1;19;33227;1;2;1093.524191
2013;BE;332311;748.0851064;NA;2;2013;NA;4;1971;1;2;1;BE;2;NA;3;1;NA;NA;NA;NA;3;7;32;NA;g;NA;13;1;1;2;NA;NA;20;2;2;3;2;NA;2;NA;0;1;42455;2338;0;0;1;300;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;8;NA;7;8;NA;5;2;4;3;3;9;8;4;8;6;8;1;1;8;7;NA;1;1;41;33231;1;2;821.6759084
2013;BE;332312;748.0851064;NA;4;2013;NA;3;1967;2;2;1;BE;2;NA;3;2;1;1;NA;NA;3;2;NA;NA;p;NA;NA;NA;2;2;NA;NA;NA;3;2;3;2;NA;2;NA;4525;1;13150;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;5;5;NA;9;4;3;3;NA;4;2;NA;8;8;3;5;8;5;1;1;0;5;9;2;1;45;33231;1;5;845.8747704
2013;BE;332313;748.0851064;NA;4;2013;NA;3;1996;2;;3;;2;NA;;;NA;1;NA;NA;3;;NA;NA;;NA;NA;NA;NA;2;NA;NA;NA;2;2;3;2;NA;2;NA;1000;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;5;10;8;8;2;2;NA;2;3;NA;6;NA;3;8;99;NA;8;NA;NA;8;8;NA;2;1;16;33231;1;2;2728.176812
2013;BE;332451;748.0851064;NA;2;2013;NA;4;1970;1;2;2;BE;2;NA;2;3;1;1;NA;NA;3;7;70;NA;f;NA;13;1;NA;2;NA;NA;19;4;2;3;2;NA;2;NA;0;1;0;0;0;0;1;0;44297;0;0;0;0;0;0;0;1;1;1;NA;1;1;1;1;NA;8;10;7;2;4;3;4;1;8;9;9;NA;5;6;8;1;NA;1;NA;8;2;1;42;33245;1;2;1019.505088
2013;BE;332452;748.0851064;NA;4;2013;NA;1;1973;2;1;1;BE;2;NA;3;1;1;NA;NA;NA;3;9;38;NA;l-n;NA;13;1;2;2;NA;NA;18;NA;1;3;2;NA;2;NA;0;1;34136;187;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;3;2;2;2;5;NA;8;8;7;3;5;3;3;4;7;NA;5;6;2;8;7;1;1;8;8;5;1;1;39;33245;1;2;701.3233185
2013;BE;332453;748.0851064;NA;4;2013;NA;4;1994;2;1;1;BE;2;5;2;6;NA;1;NA;NA;NA;;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;2;2;3;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;5;8;99;8;NA;3;NA;NA;5;NA;NA;NA;6;NA;6;7;6;1;1;1;6;8;1;1;18;33245;1;2;5809.164241
2013;BE;332501;748.0851064;NA;2;2013;NA;1;1954;1;2;3;BE;2;NA;5;1;1;NA;NA;NA;2;2;30;NA;j;NA;13;1;2;2;NA;NA;19;2;2;2;2;NA;2;NA;420;1;47253;640;0;18087;1;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;8;8;10;8;5;NA;2;5;2;8;4;9;NA;6;NA;7;1;1;7;8;5;1;1;58;33250;1;2;1189.825892
2013;BE;332502;748.0851064;NA;2;2013;NA;2;1957;2;2;1;BE;2;NA;3;1;1;NA;NA;NA;3;4;29;NA;b-e;NA;13;1;1;NA;NA;3;21;1;2;3;2;NA;2;NA;0;1;36529;0;0;4975;1;600;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;5;8;8;NA;NA;5;NA;2;5;NA;7;8;10;7;NA;NA;7;NA;1;6;NA;9;2;1;55;33250;1;7;1991.712522
2013;BE;332503;748.0851064;NA;2;2013;NA;4;1980;1;2;1;BE;2;NA;3;1;NA;NA;NA;1;3;4;38;NA;b-e;NA;1;1;1;2;NA;NA;21;2;1;3;2;NA;2;NA;0;1;31927;2154;0;15108;1;910;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;99;10;NA;9;2;4;2;4;1;7;NA;9;5;7;NA;9;1;1;8;NA;5;1;1;32;33250;1;6;NA
2013;BE;332504;748.0851064;NA;2;2013;NA;3;1984;2;2;1;BE;2;NA;2;2;1;NA;NA;NA;3;9;38;NA;l-n;NA;13;1;2;2;NA;NA;18;2;1;3;2;NA;2;NA;0;1;39059;1974;0;16550;1;910;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;5;8;9;8;8;4;5;3;5;2;9;10;3;7;5;6;8;1;1;7;8;8;2;1;28;33250;1;3;929.3602245
2013;BE;332505;748.0851064;NA;2;2013;NA;4;1983;2;1;3;BE;2;NA;5;1;1;NA;NA;NA;2;2;NA;NA;l-n;NA;3;1;1;NA;NA;11;14;1;2;3;2;NA;2;NA;1540;1;17710;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;2;5;8;6;9;10;3;5;2;5;NA;NA;NA;6;2;6;7;8;NA;1;7;6;8;4;1;29;33250;1;2;409.2600487
2013;BE;332561;748.0851064;NA;3;2013;NA;2;1968;1;2;1;BE;2;NA;5;1;1;NA;NA;NA;3;2;38;NA;p;NA;3;1;2;2;NA;NA;21;2;2;3;2;NA;2;NA;0;1;49371;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;1;5;NA;10;8;8;3;5;3;5;2;NA;9;10;5;5;5;5;1;1;4;9;8;NA;1;44;33256;1;7;2417.262829
2013;BE;332562;748.0851064;NA;2;2013;NA;1;1968;2;5;NA;BE;2;NA;5;1;1;NA;NA;NA;3;0 - 1;45;NA;f;NA;12;2;1;2;NA;NA;26;1;2;3;2;NA;2;5;0;1;41153;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;6;8;8;8;9;5;5;3;5;NA;8;9;NA;4;6;7;7;1;1;8;7;6;2;1;44;33256;1;2;635.9165066
2013;BE;332681;748.0851064;NA;2;2013;NA;3;1966;1;5;1;EU;2;NA;5;1;1;NA;NA;NA;3;2;42;NA;b-e;NA;13;1;2;2;NA;NA;17;3;1;3;2;NA;1;NA;0;1;120736;4374;0;16006;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;5;8;8;8;7;3;4;3;3;4;NA;6;7;8;7;6;7;1;1;6;7;7;1;1;46;33268;1;2;2236.976925
2013;BE;332682;748.0851064;NA;2;2013;NA;4;1971;2;5;3;BE;2;NA;5;4;1;NA;NA;NA;3;5;NA;NA;q;NA;NA;1;2;2;NA;NA;18;4;2;3;2;NA;2;NA;0;1;0;0;0;14774;1;0;32256;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;8;9;8;9;3;1;3;5;NA;10;8;7;6;8;8;7;1;1;5;2;8;NA;1;41;33268;1;7;1904.319008
2013;BE;332781;748.0851064;NA;2;2013;NA;2;1959;1;2;3;BE;2;NA;5;1;1;NA;NA;NA;3;7;39;NA;b-e;NA;7;1;2;2;NA;NA;23;2;1;2;2;NA;2;NA;960;1;53183;4267;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;5;9;9;6;10;3;5;3;5;2;10;5;6;7;8;7;7;1;1;3;7;8;1;1;53;33278;1;3;NA
2013;BE;332782;748.0851064;NA;2;2013;NA;1;1959;2;2;2;BE;2;NA;5;1;1;NA;NA;NA;3;2;22;NA;p;NA;3;1;1;2;NA;NA;19;2;2;3;2;NA;2;NA;0;1;29058;1150;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;3;5;7;9;5;8;3;5;2;3;NA;7;10;8;3;3;8;8;1;1;4;NA;8;2;1;53;33278;1;2;471.6570281
2013;BE;332783;748.0851064;NA;3;2013;NA;4;1984;1;1;1;BE;2;NA;3;3;1;NA;2;NA;3;7;24;NA;g;NA;8;1;2;2;NA;1;15;2;1;3;2;NA;2;NA;1400;1;0;2034;2034;28917;1;900;24625;0;0;0;0;0;0;0;1;1;1;1;1;3;1;1;7;7;6;NA;NA;5;3;4;NA;8;NA;8;7;3;4;7;NA;1;NA;4;10;3;1;28;33278;1;7;828.6147277
2013;BE;332784;748.0851064;NA;2;2013;NA;4;1987;1;1;1;BE;2;NA;3;5;NA;NA;2;NA;3;4;38;NA;NA;6;1;NA;NA;NA;NA;1;20;2;2;3;2;NA;2;NA;0;1;0;0;0;8999;1;0;0;0;13697;0;0;0;0;0;1;1;1;1;1;1;1;1;8;8;5;7;5;2;NA;NA;2;5;NA;6;2;4;99;5;1;1;8;9;8;2;1;25;33278;1;6;1559.426646
2013;BE;332785;748.0851064;NA;4;2013;NA;1;1992;1;1;1;BE;1;5;3;6;1;2;NA;1;3;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;3;2;NA;2;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;2;2;1;1;5;8;7;NA;8;4;3;NA;5;2;NA;NA;8;NA;5;NA;8;1;1;6;NA;9;2;1;20;33278;1;2;475.1621119
2013;BE;332931;748.0851064;NA;2;2013;NA;1;1965;1;2;3;BE;2;NA;3;1;1;NA;NA;NA;3;7;40;NA;f;NA;13;1;2;2;NA;NA;21;2;2;3;2;NA;2;NA;0;1;55035;2748;0;8365;1;910;2356;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;7;7;NA;9;5;NA;2;5;2;6;10;9;6;6;7;7;1;1;8;8;9;1;1;47;33293;1;6;468.8850195
2013;BE;332932;748.0851064;NA;2;2013;NA;4;1967;2;2;1;BE;2;NA;2;2;1;1;NA;NA;3;9;NA;NA;g;NA;NA;1;1;2;NA;NA;16;1;1;3;2;NA;2;NA;0;1;23696;0;0;4250;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;1;8;NA;8;9;3;NA;3;3;2;4;5;9;4;NA;7;NA;1;1;7;NA;10;1;1;45;33293;1;7;1079.273942
2013;BE;332933;748.0851064;NA;2;2013;NA;3;1993;2;1;3;BE;1;NA;2;6;NA;2;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;2;3;2;NA;2;NA;0;1;0;0;0;9010;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;NA;5;8;9;4;5;3;3;NA;NA;NA;7;7;99;NA;9;1;1;6;8;NA;3;1;19;33293;1;6;560.2573356
2013;BE;332934;748.0851064;NA;3;2013;NA;1;1995;2;1;3;BE;2;NA;2;6;NA;2;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18;1;2;3;2;NA;2;NA;0;1;0;0;0;0;1;860;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;NA;7;8;9;NA;5;2;NA;NA;NA;NA;8;6;3;8;NA;1;NA;8;NA;6;NA;1;17;33293;1;6;711.4606937
2013;BE;333211;748.0851064;NA;2;2013;NA;1;1966;2;2;3;BE;2;NA;5;1;1;NA;NA;NA;2;2;32;NA;p;4;13;1;1;2;NA;NA;18;2;2;3;2;NA;2;NA;794;1;61026;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;2;3;1;5;NA;8;9;7;NA;5;1;3;5;6;8;6;3;3;7;9;1;1;7;9;8;1;1;46;33321;1;6;NA
2013;BE;333215;748.0851064;NA;2;2013;NA;1;1975;1;2;1;BE;2;NA;4;1;1;NA;NA;NA;3;7;55;NA;b-e;NA;12;1;2;2;NA;NA;21;1;2;2;2;NA;2;NA;0;1;50361;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;1;7;8;NA;8;3;4;NA;4;1;8;4;4;8;6;7;8;1;1;6;7;NA;2;1;37;33321;1;2;551.3604786
2013;BE;333261;748.0851064;NA;2;2013;NA;3;1969;1;2;3;BE;2;NA;5;1;1;NA;NA;NA;1;2;30;NA;j;NA;NA;NA;2;NA;NA;NA;22;NA;1;3;1;NA;2;NA;0;1;31656;0;0;0;1;910;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;6;9;6;9;7;3;3;2;NA;2;6;7;5;5;2;7;10;1;1;7;10;NA;1;1;43;33326;1;7;3469.570136
2013;BE;333262;748.0851064;NA;3;2013;NA;3;1969;2;2;1;BE;1;3;3;10;NA;2;2;NA;NA;8;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;2;3;2;NA;2;NA;1701;1;630;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;1;3;1;1;1;5;9;10;7;7;3;3;4;3;NA;NA;NA;7;7;6;NA;9;NA;NA;7;9;8;NA;1;43;33326;1;2;665.3451092
2013;BE;333401;748.0851064;NA;2;2013;NA;2;1932;2;4;1;BE;2;NA;1;7;NA;1;NA;1;3;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;2;NA;2;NA;0;1;0;0;0;0;1;940;0;0;0;14685;0;0;0;0;1;1;1;3;1;1;1;1;6;8;7;2;NA;4;4;3;3;4;NA;8;3;8;6;8;2;2;0;5;NA;1;1;80;33340;1;2;404.5079745
2013;BE;333402;748.0851064;NA;2;2013;NA;3;1962;1;1;NA;BE;2;NA;3;1;NA;NA;NA;NA;3;5;45;NA;g;NA;12;NA;2;2;NA;NA;24;4;1;3;2;NA;2;NA;0;1;41996;1390;0;16092;1;0;0;0;0;0;0;0;0;0;1;3;1;1;1;1;3;1;8;8;8;8;3;3;NA;3;2;10;10;9;3;7;7;9;NA;1;6;10;8;2;1;50;33340;1;2;851.6557446
2013;BE;333403;748.0851064;NA;2;2013;NA;1;1965;2;2;1;BE;1;NA;5;1;1;1;NA;NA;3;3;38;NA;b-e;NA;13;1;2;2;1;NA;18;2;2;3;2;NA;2;NA;0;1;32064;0;0;0;1;910;0;0;0;0;0;0;0;0;1;1;1;3;1;1;1;1;7;10;NA;8;NA;3;2;5;2;8;7;9;0;6;5;8;NA;1;6;8;8;2;1;47;33340;1;2;997.4601322
2013;BE;333404;748.0851064;NA;3;2013;NA;4;1992;1;1;NA;BE;2;NA;3;6;1;2;2;NA;3;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;2;NA;2;NA;242;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;NA;NA;5;NA;3;5;2;NA;2;NA;NA;10;0;5;7;8;NA;1;6;9;NA;NA;1;20;33340;1;2;10736.00594
2013;BE;333405;748.0851064;NA;3;2013;NA;1;1993;2;1;3;BE;1;NA;3;6;NA;1;2;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;2;NA;1;NA;0;1;0;0;0;41600;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;4;8;1;8;8;NA;NA;2;NA;2;NA;NA;2;NA;6;7;8;NA;1;6;7;NA;NA;1;19;33340;1;2;739.8627723
2013;BE;333421;748.0851064;NA;2;2013;NA;4;1968;1;2;3;BE;1;NA;5;5;NA;1;NA;NA;2;0 - 1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;18;3;2;1;2;NA;2;NA;0;1;3502;0;0;0;1;0;0;0;5071;0;0;0;0;0;1;1;1;1;1;1;1;5;7;6;3;9;5;3;NA;NA;NA;NA;NA;6;5;3;1;10;1;2;0;7;8;3;1;44;33342;1;2;NA
2013;BE;333422;748.0851064;NA;3;2013;NA;1;1968;2;2;1;BE;1;NA;5;1;1;NA;NA;NA;3;2;45;NA;p;NA;13;1;2;2;NA;NA;21;2;2;3;2;NA;2;NA;1056;1;58414;4652;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;3;1;1;5;9;1;9;9;3;3;2;5;2;8;10;4;2;NA;NA;7;1;1;8;7;7;1;1;44;33342;1;2;578.3256858
2013;BE;333931;748.0851064;NA;2;2013;NA;2;1961;1;2;1;BE;2;NA;3;1;1;NA;NA;NA;3;;34;NA;NA;NA;11;1;1;2;NA;NA;26;1;2;3;2;NA;2;NA;0;1;39523;687;0;16500;1;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;5;8;5;7;8;3;5;2;4;2;9;NA;8;3;7;NA;NA;1;1;6;8;8;NA;1;51;33393;1;7;NA
2013;BE;333932;748.0851064;NA;2;2013;NA;3;1961;2;2;1;BE;2;NA;2;1;1;1;NA;NA;3;;42;4;NA;NA;13;1;1;2;NA;NA;24;1;2;3;2;NA;2;NA;2270;1;43691;955;0;17785;1;0;0;0;0;0;0;0;0;0;1;2;1;1;2;3;1;5;NA;7;9;10;4;3;2;4;NA;7;NA;10;7;6;7;NA;1;1;6;10;9;2;1;51;33393;1;2;729.9722589
2013;BE;333933;748.0851064;NA;2;2013;NA;1;1985;1;1;1;BE;2;5;3;5;1;NA;NA;NA;1;4;45;NA;NA;NA;4;1;2;2;NA;NA;27;3;2;3;2;NA;2;NA;0;1;0;0;0;11705;1;900;0;0;35587;0;0;0;0;0;1;1;1;1;1;3;1;6;NA;8;7;9;4;NA;3;3;NA;NA;9;NA;6;5;6;9;1;2;6;8;8;2;1;27;33393;1;3;NA
2013;BE;333934;748.0851064;NA;4;2013;NA;2;1986;1;1;1;Other;2;NA;3;1;1;NA;NA;NA;3;7;40;NA;f;NA;NA;1;2;NA;NA;NA;25;2;2;3;2;NA;2;NA;0;1;25521;1649;0;10234;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;5;7;8;8;8;3;NA;2;4;2;6;4;7;NA;5;7;9;NA;1;5;5;NA;2;1;26;33393;1;2;709.0081578
2013;BE;333935;748.0851064;NA;2;2013;NA;1;1990;2;1;3;BE;2;5;4;1;NA;1;NA;NA;3;5;40;NA;r-u;NA;11;1;NA;NA;NA;NA;21;3;2;3;2;NA;2;NA;2207;1;17270;1255;733;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;1;5;3;8;NA;8;2;3;1;5;3;NA;1;7;6;2;7;8;1;1;2;8;9;2;1;22;33393;1;2;1043.115929
2013;BE;333936;748.0851064;NA;4;2013;NA;1;1992;2;1;1;BE;2;NA;1;1;NA;1;NA;NA;NA;5;NA;NA;i;NA;13;NA;1;NA;NA;NA;13;2;2;1;2;NA;2;NA;0;1;6889;0;0;0;1;900;0;0;1583;0;0;0;0;0;1;1;1;1;1;1;2;5;NA;NA;NA;8;5;5;2;3;3;NA;NA;10;NA;NA;10;9;1;1;7;0;7;2;1;20;33393;1;7;1393.547054
2013;BE;334391;748.0851064;NA;2;2013;NA;4;1974;1;2;3;BE;2;NA;3;3;1;NA;NA;NA;3;7;38;NA;b-e;NA;6;1;2;2;NA;NA;23;1;2;3;2;NA;2;NA;0;1;48401;0;0;27800;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;5;9;7;7;8;3;3;2;4;2;7;NA;8;7;NA;6;7;2;1;7;NA;6;3;1;38;33439;1;2;1348.612647
2013;BE;334392;748.0851064;NA;3;2013;NA;2;1978;2;2;3;BE;1;NA;5;10;NA;1;NA;NA;NA;;NA;NA;NA;NA;NA;1;2;NA;NA;NA;27;1;1;3;2;NA;1;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;5;9;10;4;9;3;5;2;4;NA;NA;NA;8;NA;NA;NA;NA;1;1;5;9;10;1;1;34;33439;1;2;856.8502489
2013;BE;334751;748.0851064;NA;2;2013;NA;4;1974;1;2;1;EU;2;NA;3;5;NA;1;1;NA;3;;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;2;2;2;2;NA;2;NA;0;1;0;0;0;0;1;830;0;0;14593;0;0;0;0;0;1;1;1;1;2;2;1;5;2;8;5;8;4;4;2;NA;2;8;NA;NA;8;6;7;8;1;1;7;8;7;1;1;38;33475;1;6;927.744166
2013;BE;334752;748.0851064;NA;2;2013;NA;1;1978;2;1;2;BE;2;NA;5;1;1;NA;NA;NA;3;3;40;NA;b-e;NA;12;1;1;2;NA;NA;24;2;2;1;2;NA;2;NA;1840;1;43554;0;0;17570;1;910;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;5;9;8;7;10;2;5;1;5;2;7;7;10;7;6;7;7;1;NA;NA;8;7;1;1;34;33475;1;5;1110.576266
2013;BE;334961;748.0851064;NA;2;2013;NA;2;1967;1;2;1;BE;2;NA;5;2;1;1;NA;NA;NA;4;30;NA;p;5;12;1;NA;2;NA;NA;16;2;2;3;2;NA;2;NA;0;1;19862;0;0;327;1;880;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;NA;7;8;9;NA;5;3;5;2;NA;NA;6;5;6;5;10;9;NA;6;NA;NA;2;1;45;33496;1;2;489.2563229
2013;BE;334962;748.0851064;NA;2;2013;NA;4;1969;2;2;1;BE;2;NA;4;2;1;NA;NA;NA;NA;5;NA;NA;b-e;4;12;1;1;2;NA;NA;18;2;2;3;2;NA;1;NA;0;1;37769;2443;0;0;1;910;0;0;4220;0;0;0;0;0;1;1;1;1;1;1;1;4;8;9;8;8;5;2;2;4;2;0;6;NA;4;4;NA;7;1;1;NA;8;7;NA;1;43;33496;1;5;NA
